ProductName,SplitedWords,BrandWords,品牌数,CategoryWords,类别数,CategoryName,BrandName,ProductCode
Clean Clear可伶可俐 清透净白洗面乳50g,"clean clear, 可伶可俐,  , 清, 透净, 白, 洗面乳, 50g",clean clear,1,洗面乳,1,0-5009-5010-5011:美容化妆、个人护理-面部护肤-洁面,可伶可俐,9663290
Clean Clear可伶可俐 清透净白润肤霜45g,"clean clear, 可伶可俐,  , 清, 透净, 白, 润, 肤, 霜, 45g",clean clear,1,,0,0-5009-5010-5011:美容化妆、个人护理-面部护肤-洁面,可伶可俐,9663449
Clean Clear可伶可俐 清透净白润肤露75g,"clean clear, 可伶可俐,  , 清, 透净, 白, 润, 肤, 露, 75g",clean clear,1,,0,0-5009-5010-5011:美容化妆、个人护理-面部护肤-洁面,可伶可俐,9663450
Clean Clear可伶可俐深层洁净洗面乳50g,"clean clear, 可伶可俐, 深, 层, 洁, 净, 洗面乳, 50g",clean clear,1,洗面乳,1,0-5009-5010-5011:美容化妆、个人护理-面部护肤-洁面,可伶可俐,9663392
可伶可俐深层控油洗面乳100克双包装,"可伶可俐, 深, 层, 控, 油, 洗面乳, 100, 克, 双, 包, 装",可伶可俐,1,"油, 洗面乳",2,0-5009-5010-5011:美容化妆、个人护理-面部护肤-洁面,可伶可俐,12115434
可采 伶采黑头导出液（野菊花）30ml,"可采,  , 伶, 采, 黑, 头, 导, 出, 液, （, 野, 菊花, ）, 30ml",可采,1,,0,0-5009-5010-5011:美容化妆、个人护理-面部护肤-洁面,可采,10182624
可采 净痘洁面泡沫（雨前绿茶）150g,"可采,  , 净, 痘, 洁面, 泡, 沫, （, 雨, 前, 绿, 茶, ）, 150g",可采,1,洁面,1,0-5009-5010-5011:美容化妆、个人护理-面部护肤-洁面,可采,10182237
可采 美白净油泡沫洁面乳（海珍珠）100g,"可采,  , 美白, 净油, 泡, 沫, 洁面, 乳, （, 海, 珍珠, ）, 100g",可采,1,"美白, 洁面",2,0-5009-5010-5011:美容化妆、个人护理-面部护肤-洁面,可采,10182204
Gillette吉列洁面啫喱(赠品),"gillette, 吉列, 洁面, 啫, 喱, (, 赠, 品, )",gillette,1,洁面,1,0-5009-5010-5011:美容化妆、个人护理-面部护肤-洁面,吉列,10546619
Dove多芬乳霜滋润洁面乳85g,"dove, 多芬, 乳霜, 滋, 润, 洁面, 乳, 85g",dove,1,洁面,1,0-5009-5010-5011:美容化妆、个人护理-面部护肤-洁面,多芬,119233
Dove多芬清透盈润洁面乳85g,"dove, 多芬, 清透, 盈润, 洁面, 乳, 85g",dove,1,洁面,1,0-5009-5010-5011:美容化妆、个人护理-面部护肤-洁面,多芬,20337
大宝清爽保湿洁面乳 100g,"大宝, 清, 爽, 保湿, 洁面, 乳,  , 100g",大宝,1,"保湿, 洁面",2,0-5009-5010-5011:美容化妆、个人护理-面部护肤-洁面,大宝,9665605
大宝美容洗面奶 220ml,"大宝, 美容, 洗面奶,  , 220ml",大宝,1,"美容, 洗面奶",2,0-5009-5010-5011:美容化妆、个人护理-面部护肤-洁面,大宝,9665592
NIVEA妮维雅 丝柔美白洁面乳100g,"nivea, 妮维雅,  , 丝柔, 美白, 洁面, 乳, 100g",nivea,1,"美白, 洁面",2,0-5009-5010-5011:美容化妆、个人护理-面部护肤-洁面,妮维雅,10293057
NIVEA妮维雅 丝润柔珠洁面乳100g,"nivea, 妮维雅,  , 丝润, 柔珠, 洁面, 乳, 100g",nivea,1,洁面,1,0-5009-5010-5011:美容化妆、个人护理-面部护肤-洁面,妮维雅,10293046
NIVEA妮维雅 丝润深层洁面乳100g,"nivea, 妮维雅,  , 丝润, 深, 层, 洁面, 乳, 100g",nivea,1,洁面,1,0-5009-5010-5011:美容化妆、个人护理-面部护肤-洁面,妮维雅,10293091
NIVEA妮维雅 丝润深层洁面乳50g,"nivea, 妮维雅,  , 丝润, 深, 层, 洁面, 乳, 50g",nivea,1,洁面,1,0-5009-5010-5011:美容化妆、个人护理-面部护肤-洁面,妮维雅,10293104
NIVEA妮维雅驻颜修护洁面乳100g,"nivea, 妮维雅, 驻, 颜, 修, 护, 洁面, 乳, 100g",nivea,1,洁面,1,0-5009-5010-5011:美容化妆、个人护理-面部护肤-洁面,妮维雅,55458
NV 晶纯皙白泡沫洁面乳100g,"nv,  , 晶纯, 皙白, 泡, 沫, 洁面, 乳, 100g",nv,1,洁面,1,0-5009-5010-5011:美容化妆、个人护理-面部护肤-洁面,妮维雅,9665898
娇韵诗3件套(娇韵诗平衡泡沫洁面霜125ml+娇韵诗清爽保湿乳50ml+娇韵诗日间焕彩美容液100ml),"娇韵诗, 3, 件, 套, (, 娇韵诗, 平, 衡, 泡, 沫, 洁, 面霜, 125ml, +, 娇韵诗, 清, 爽, 保湿乳, 50ml, +, 娇韵诗, 日, 间, 焕彩, 美容液, 100ml, )",娇韵诗,1,,0,0-5009-5010-5011:美容化妆、个人护理-面部护肤-洁面,娇韵诗,10178355
Biosecure安悦柔润洁面凝露(进口)  250ml,"biosecure, 安悦, 柔, 润, 洁面, 凝露, (, 进, 口, ),  ,  , 250ml",安悦,1,洁面,1,0-5009-5010-5011:美容化妆、个人护理-面部护肤-洁面,安悦,11585607
宫灯 杏仁洁面乳 100ml,"宫灯,  , 杏仁, 洁面, 乳,  , 100ml",宫灯,1,"杏仁, 洁面",2,0-5009-5010-5011:美容化妆、个人护理-面部护肤-洁面,宫灯,10374728
御泥坊 矿物活肤洁面乳100ml,"御泥坊,  , 矿, 物, 活肤, 洁面, 乳, 100ml",御泥坊,1,洁面,1,0-5009-5010-5011:美容化妆、个人护理-面部护肤-洁面,御泥坊,10293820
御泥坊 矿物润肤洁面乳100ml,"御泥坊,  , 矿, 物, 润, 肤, 洁面, 乳, 100ml",御泥坊,1,洁面,1,0-5009-5010-5011:美容化妆、个人护理-面部护肤-洁面,御泥坊,10293831
忆丽贝萝脸部全身去角质按摩凝露250ml,"忆丽贝萝, 脸, 部, 全, 身, 去, 角, 质, 按, 摩, 凝露, 250ml",忆丽贝萝,1,,0,0-5009-5010-5011:美容化妆、个人护理-面部护肤-洁面,忆丽贝萝,9602895
POND'S旁氏 亮采净白粉润白皙洁面乳 100g,"pond's, 旁氏,  , 亮采, 净, 白, 粉, 润, 白皙, 洁面, 乳,  , 100g",pond's,1,"粉, 洁面",2,0-5009-5010-5011:美容化妆、个人护理-面部护肤-洁面,旁氏,502432
POND'S旁氏 亮采净白粉润白皙洁面乳 150g,"pond's, 旁氏,  , 亮采, 净, 白, 粉, 润, 白皙, 洁面, 乳,  , 150g",pond's,1,"粉, 洁面",2,0-5009-5010-5011:美容化妆、个人护理-面部护肤-洁面,旁氏,502523
POND'S旁氏 亮采净白粉润白皙洁面乳 75g,"pond's, 旁氏,  , 亮采, 净, 白, 粉, 润, 白皙, 洁面, 乳,  , 75g",pond's,1,"粉, 洁面",2,0-5009-5010-5011:美容化妆、个人护理-面部护肤-洁面,旁氏,502567
POND'S旁氏 完美亚光控油洁面乳 100g,"pond's, 旁氏,  , 完美, 亚, 光, 控, 油, 洁面, 乳,  , 100g",pond's,1,"油, 洁面",2,0-5009-5010-5011:美容化妆、个人护理-面部护肤-洁面,旁氏,502501
POND'S旁氏 岁月奇迹焕颜醒肤洁面乳(红管) 100g,"pond's, 旁氏,  , 岁, 月, 奇, 迹, 焕颜, 醒肤, 洁面, 乳, (, 红, 管, ),  , 100g",pond's,1,洁面,1,0-5009-5010-5011:美容化妆、个人护理-面部护肤-洁面,旁氏,502498
POND'S旁氏 深层清洁毛孔细致洗颜泥 100g,"pond's, 旁氏,  , 深, 层, 清洁, 毛, 孔, 细, 致, 洗颜泥,  , 100g",pond's,1,清洁,1,0-5009-5010-5011:美容化妆、个人护理-面部护肤-洁面,旁氏,502476
POND'S旁氏 深层清洁毛孔细致洗颜泥 150g,"pond's, 旁氏,  , 深, 层, 清洁, 毛, 孔, 细, 致, 洗颜泥,  , 150g",pond's,1,清洁,1,0-5009-5010-5011:美容化妆、个人护理-面部护肤-洁面,旁氏,502545
POND'S旁氏 深层清洁水油平衡洗颜泥 100g,"pond's, 旁氏,  , 深, 层, 清洁, 水, 油, 平, 衡, 洗颜泥,  , 100g",pond's,1,"清洁, 水, 油",3,0-5009-5010-5011:美容化妆、个人护理-面部护肤-洁面,旁氏,502487
POND'S旁氏 深层清洁洗颜泥 150g,"pond's, 旁氏,  , 深, 层, 清洁, 洗颜泥,  , 150g",pond's,1,清洁,1,0-5009-5010-5011:美容化妆、个人护理-面部护肤-洁面,旁氏,502556
POND'S旁氏 深层清洁活性净肤洗颜泥 100g,"pond's, 旁氏,  , 深, 层, 清洁, 活, 性, 净肤, 洗颜泥,  , 100g",pond's,1,清洁,1,0-5009-5010-5011:美容化妆、个人护理-面部护肤-洁面,旁氏,502465
POND'S旁氏 深层清洁活性净肤洗颜泥 150g,"pond's, 旁氏,  , 深, 层, 清洁, 活, 性, 净肤, 洗颜泥,  , 150g",pond's,1,清洁,1,0-5009-5010-5011:美容化妆、个人护理-面部护肤-洁面,旁氏,502534
POND'S旁氏 深层清洁活性净肤洗颜泥 75g,"pond's, 旁氏,  , 深, 层, 清洁, 活, 性, 净肤, 洗颜泥,  , 75g",pond's,1,清洁,1,0-5009-5010-5011:美容化妆、个人护理-面部护肤-洁面,旁氏,502589
POND'S旁氏 清透净白洁面乳 100g,"pond's, 旁氏,  , 清, 透净, 白, 洁面, 乳,  , 100g",pond's,1,洁面,1,0-5009-5010-5011:美容化妆、个人护理-面部护肤-洁面,旁氏,502443
POND'S旁氏 清透净白洁面乳 75g,"pond's, 旁氏,  , 清, 透净, 白, 洁面, 乳,  , 75g",pond's,1,洁面,1,0-5009-5010-5011:美容化妆、个人护理-面部护肤-洁面,旁氏,502578
POND'S旁氏 清透无瑕清痘洁面乳 100g,"pond's, 旁氏,  , 清透, 无, 瑕, 清, 痘, 洁面, 乳,  , 100g",pond's,1,洁面,1,0-5009-5010-5011:美容化妆、个人护理-面部护肤-洁面,旁氏,502454
POND'S旁氏 滋润倍护盈润滋养洁面乳 100g,"pond's, 旁氏,  , 滋, 润, 倍, 护, 盈润, 滋, 养, 洁面, 乳,  , 100g",pond's,1,洁面,1,0-5009-5010-5011:美容化妆、个人护理-面部护肤-洁面,旁氏,502512
POND'S旁氏 滋润倍护盈润滋养洁面乳 75g,"pond's, 旁氏,  , 滋, 润, 倍, 护, 盈润, 滋, 养, 洁面, 乳,  , 75g",pond's,1,洁面,1,0-5009-5010-5011:美容化妆、个人护理-面部护肤-洁面,旁氏,502590
POND'S旁氏亮采净白洁面乳两支装(第二支半价)100g*2,"pond's, 旁氏, 亮采, 净, 白, 洁面, 乳, 两, 支, 装, (, 第二, 支, 半, 价, ), 100g, *, 2",pond's,1,洁面,1,0-5009-5010-5011:美容化妆、个人护理-面部护肤-洁面,旁氏,10927012
POND'S旁氏亮采净白粉润白皙洁面摩丝165ml,"pond's, 旁氏, 亮采, 净, 白, 粉, 润, 白皙, 洁面, 摩, 丝, 165ml",pond's,1,"粉, 洁面",2,0-5009-5010-5011:美容化妆、个人护理-面部护肤-洁面,旁氏,10376973
POND'S旁氏亮采净白系列粉润白皙洁面乳75g,"pond's, 旁氏, 亮采, 净, 白, 系, 列, 粉, 润, 白皙, 洁面, 乳, 75g",pond's,1,"粉, 洁面",2,0-5009-5010-5011:美容化妆、个人护理-面部护肤-洁面,旁氏,20508
POND'S旁氏完美亚光控油洁面摩丝165ml,"pond's, 旁氏, 完美, 亚, 光, 控, 油, 洁面, 摩, 丝, 165ml",pond's,1,"油, 洁面",2,0-5009-5010-5011:美容化妆、个人护理-面部护肤-洁面,旁氏,10376995
POND'S旁氏完美亚光系列控油洁面乳75g,"pond's, 旁氏, 完美, 亚, 光, 系, 列, 控, 油, 洁面, 乳, 75g",pond's,1,"油, 洁面",2,0-5009-5010-5011:美容化妆、个人护理-面部护肤-洁面,旁氏,20519
POND'S旁氏无瑕透白系列深层透白洁面乳100g,"pond's, 旁氏, 无, 瑕, 透白, 系, 列, 深, 层, 透白, 洁面, 乳, 100g",pond's,1,洁面,1,0-5009-5010-5011:美容化妆、个人护理-面部护肤-洁面,旁氏,20575
POND'S旁氏毛孔细致洗颜泥两支装(第二支半价)100g*2,"pond's, 旁氏, 毛, 孔, 细, 致, 洗颜泥, 两, 支, 装, (, 第二, 支, 半, 价, ), 100g, *, 2",pond's,1,,0,0-5009-5010-5011:美容化妆、个人护理-面部护肤-洁面,旁氏,10927023
POND'S旁氏水油平衡洗颜泥两支装(第二支半价)100g*2,"pond's, 旁氏, 水, 油, 平, 衡, 洗颜泥, 两, 支, 装, (, 第二, 支, 半, 价, ), 100g, *, 2",pond's,1,"水, 油",2,0-5009-5010-5011:美容化妆、个人护理-面部护肤-洁面,旁氏,10927034
POND'S旁氏深层清洁系列毛孔细致洗颜泥 75g,"pond's, 旁氏, 深, 层, 清洁, 系, 列, 毛, 孔, 细, 致, 洗颜泥,  , 75g",pond's,1,清洁,1,0-5009-5010-5011:美容化妆、个人护理-面部护肤-洁面,旁氏,347455
POND'S旁氏深层清洁系列水油平衡洗颜泥 75g,"pond's, 旁氏, 深, 层, 清洁, 系, 列, 水, 油, 平, 衡, 洗颜泥,  , 75g",pond's,1,"清洁, 水, 油",3,0-5009-5010-5011:美容化妆、个人护理-面部护肤-洁面,旁氏,20520
POND'S旁氏清透净白洁面乳150g,"pond's, 旁氏, 清, 透净, 白, 洁面, 乳, 150g",pond's,1,洁面,1,0-5009-5010-5011:美容化妆、个人护理-面部护肤-洁面,旁氏,10376940
POND'S旁氏滋润倍护盈润滋养洁面摩丝165ml,"pond's, 旁氏, 滋, 润, 倍, 护, 盈润, 滋, 养, 洁面, 摩, 丝, 165ml",pond's,1,洁面,1,0-5009-5010-5011:美容化妆、个人护理-面部护肤-洁面,旁氏,10376984
POND'S旁氏米粹润白洁面乳100g,"pond's, 旁氏, 米, 粹, 润白, 洁面, 乳, 100g",pond's,1,"米, 洁面",2,0-5009-5010-5011:美容化妆、个人护理-面部护肤-洁面,旁氏,11034698
POND'S旁氏臻金盈采金纯洁面乳100g,"pond's, 旁氏, 臻, 金, 盈, 采, 金, 纯, 洁面, 乳, 100g",pond's,1,洁面,1,0-5009-5010-5011:美容化妆、个人护理-面部护肤-洁面,旁氏,10376951
旁氏 亮采净白粉润白皙洁面乳 75g+旁氏 完美赋颜多重修护霜50g,"旁氏,  , 亮采, 净, 白, 粉, 润, 白皙, 洁面, 乳,  , 75g, +, 旁氏,  , 完美, 赋, 颜, 多, 重, 修护霜, 50g",旁氏,1,"粉, 洁面",2,0-5009-5010-5011:美容化妆、个人护理-面部护肤-洁面,旁氏,10540268
旁氏 深层清洁毛孔细致洗颜泥 100g+旁氏 完美亚光控油精华乳50ml,"旁氏,  , 深, 层, 清洁, 毛, 孔, 细, 致, 洗颜泥,  , 100g, +, 旁氏,  , 完美, 亚, 光, 控, 油, 精华乳, 50ml",旁氏,1,"清洁, 油",2,0-5009-5010-5011:美容化妆、个人护理-面部护肤-洁面,旁氏,10540257
旁氏 深层清洁毛孔细致洗颜泥 150g+旁氏 岁月奇迹焕颜乳霜50g,"旁氏,  , 深, 层, 清洁, 毛, 孔, 细, 致, 洗颜泥,  , 150g, +, 旁氏,  , 岁, 月, 奇, 迹, 焕颜, 乳霜, 50g",旁氏,1,清洁,1,0-5009-5010-5011:美容化妆、个人护理-面部护肤-洁面,旁氏,10540291
旁氏 深层清洁活性净肤洗颜泥 75g+旁氏 亮采净白粉润白皙倍润霜 30g,"旁氏,  , 深, 层, 清洁, 活, 性, 净肤, 洗颜泥,  , 75g, +, 旁氏,  , 亮采, 净, 白, 粉, 润, 白皙, 倍, 润, 霜,  , 30g",旁氏,1,"清洁, 粉",2,0-5009-5010-5011:美容化妆、个人护理-面部护肤-洁面,旁氏,10540246
昭贵 安敏舒缓洁面乳110g,"昭贵,  , 安, 敏, 舒, 缓, 洁面, 乳, 110g",昭贵,1,洁面,1,0-5009-5010-5011:美容化妆、个人护理-面部护肤-洁面,昭贵,10156191
昭贵 清爽平衡洁面乳100g,"昭贵,  , 清, 爽, 平, 衡, 洁面, 乳, 100g",昭贵,1,洁面,1,0-5009-5010-5011:美容化妆、个人护理-面部护肤-洁面,昭贵,10151470
昭贵 雪肤润白洁面乳100g,"昭贵,  , 雪, 肤, 润白, 洁面, 乳, 100g",昭贵,1,洁面,1,0-5009-5010-5011:美容化妆、个人护理-面部护肤-洁面,昭贵,10156179
昭贵雪肤润白洁面乳100g,"昭贵, 雪, 肤, 润白, 洁面, 乳, 100g",昭贵,1,洁面,1,0-5009-5010-5011:美容化妆、个人护理-面部护肤-洁面,昭贵,9648797
Mentholatum曼秀雷敦Q10活肤洁面泡沫 120ml,"mentholatum, 曼秀雷敦, q10, 活肤, 洁面, 泡, 沫,  , 120ml",mentholatum,1,洁面,1,0-5009-5010-5011:美容化妆、个人护理-面部护肤-洁面,曼秀雷敦,392074
Mentholatum曼秀雷敦乐肤洁控油清爽洁面乳100g,"mentholatum, 曼秀雷敦, 乐肤洁, 控, 油, 清, 爽, 洁面, 乳, 100g",mentholatum,1,"油, 洁面",2,0-5009-5010-5011:美容化妆、个人护理-面部护肤-洁面,曼秀雷敦,53996
Mentholatum曼秀雷敦乐肤洁控油清爽洁面乳50g,"mentholatum, 曼秀雷敦, 乐肤洁, 控, 油, 清, 爽, 洁面, 乳, 50g",mentholatum,1,"油, 洁面",2,0-5009-5010-5011:美容化妆、个人护理-面部护肤-洁面,曼秀雷敦,54002
Mentholatum曼秀雷敦乐肤洁毛孔清洁鼻贴(10片装),"mentholatum, 曼秀雷敦, 乐肤洁, 毛, 孔, 清洁, 鼻, 贴, (, 10, 片, 装, )",mentholatum,1,"清洁, 贴",2,0-5009-5010-5011:美容化妆、个人护理-面部护肤-洁面,曼秀雷敦,392052
Mentholatum曼秀雷敦乐肤洁清爽洁面泡沫150ml,"mentholatum, 曼秀雷敦, 乐肤洁, 清, 爽, 洁面, 泡, 沫, 150ml",mentholatum,1,洁面,1,0-5009-5010-5011:美容化妆、个人护理-面部护肤-洁面,曼秀雷敦,53985
Mentholatum曼秀雷敦乐肤洁紧致毛孔美白洁面乳 150g,"mentholatum, 曼秀雷敦, 乐肤洁, 紧致, 毛, 孔, 美白, 洁面, 乳,  , 150g",mentholatum,1,"美白, 洁面",2,0-5009-5010-5011:美容化妆、个人护理-面部护肤-洁面,曼秀雷敦,10005535
Mentholatum曼秀雷敦乐肤洁青春肌肤清爽控油洁面乳 100g,"mentholatum, 曼秀雷敦, 乐肤洁, 青, 春, 肌, 肤, 清, 爽, 控, 油, 洁面, 乳,  , 100g",mentholatum,1,"油, 洁面",2,0-5009-5010-5011:美容化妆、个人护理-面部护肤-洁面,曼秀雷敦,392109
Mentholatum曼秀雷敦乐肤洁青春肌肤清爽控油洁面泡沫 150ml,"mentholatum, 曼秀雷敦, 乐肤洁, 青, 春, 肌, 肤, 清, 爽, 控, 油, 洁面, 泡, 沫,  , 150ml",mentholatum,1,"油, 洁面",2,0-5009-5010-5011:美容化妆、个人护理-面部护肤-洁面,曼秀雷敦,392085
Mentholatum曼秀雷敦乐肤洁青春肌肤清透毛孔美白洁面乳150g(控油美白),"mentholatum, 曼秀雷敦, 乐肤洁, 青, 春, 肌, 肤, 清透, 毛, 孔, 美白, 洁面, 乳, 150g, (, 控, 油, 美白, )",mentholatum,1,"美白, 洁面",2,0-5009-5010-5011:美容化妆、个人护理-面部护肤-洁面,曼秀雷敦,10005546
Mentholatum曼秀雷敦控油冰爽洁面泡沫 150ml,"mentholatum, 曼秀雷敦, 控, 油, 冰爽, 洁面, 泡, 沫,  , 150ml",mentholatum,1,"油, 洁面",2,0-5009-5010-5011:美容化妆、个人护理-面部护肤-洁面,曼秀雷敦,11799396
Mentholatum曼秀雷敦控油深层清洁洁面乳 150g??,"mentholatum, 曼秀雷敦, 控, 油, 深, 层, 清洁, 洁面, 乳,  , 150g, ?, ?",mentholatum,1,"油, 清洁, 洁面",3,0-5009-5010-5011:美容化妆、个人护理-面部护肤-洁面,曼秀雷敦,10005579
Mentholatum曼秀雷敦柔珠去角质洁面乳 150g,"mentholatum, 曼秀雷敦, 柔珠, 去, 角, 质, 洁面, 乳,  , 150g",mentholatum,1,洁面,1,0-5009-5010-5011:美容化妆、个人护理-面部护肤-洁面,曼秀雷敦,10005557
Mentholatum曼秀雷敦水润清滢洁面乳 100g,"mentholatum, 曼秀雷敦, 水润, 清, 滢, 洁面, 乳,  , 100g",mentholatum,1,洁面,1,0-5009-5010-5011:美容化妆、个人护理-面部护肤-洁面,曼秀雷敦,11799374
Mentholatum曼秀雷敦泡沫洁面乳50g,"mentholatum, 曼秀雷敦, 泡, 沫, 洁面, 乳, 50g",mentholatum,1,洁面,1,0-5009-5010-5011:美容化妆、个人护理-面部护肤-洁面,曼秀雷敦,53816
Mentholatum曼秀雷敦洁净去黑头鼻贴(10片装)(新包装),"mentholatum, 曼秀雷敦, 洁, 净, 去, 黑, 头, 鼻, 贴, (, 10, 片, 装, ), (, 新包装, )",mentholatum,1,贴,1,0-5009-5010-5011:美容化妆、个人护理-面部护肤-洁面,曼秀雷敦,11068738
Mentholatum曼秀雷敦深层美白保湿洁面乳 150g(新包装),"mentholatum, 曼秀雷敦, 深, 层, 美白, 保湿, 洁面, 乳,  , 150g, (, 新包装, )",mentholatum,1,"美白, 保湿, 洁面",3,0-5009-5010-5011:美容化妆、个人护理-面部护肤-洁面,曼秀雷敦,11069208
Mentholatum曼秀雷敦清爽洁面泡沫120ml,"mentholatum, 曼秀雷敦, 清, 爽, 洁面, 泡, 沫, 120ml",mentholatum,1,洁面,1,0-5009-5010-5011:美容化妆、个人护理-面部护肤-洁面,曼秀雷敦,53827
Mentholatum曼秀雷敦温和柔肤洁面乳 100g,"mentholatum, 曼秀雷敦, 温, 和, 柔肤, 洁面, 乳,  , 100g",mentholatum,1,洁面,1,0-5009-5010-5011:美容化妆、个人护理-面部护肤-洁面,曼秀雷敦,11799363
Mentholatum曼秀雷敦温和洁面泡沫120ml（促）,"mentholatum, 曼秀雷敦, 温, 和, 洁面, 泡, 沫, 120ml, （, 促, ）",mentholatum,1,洁面,1,0-5009-5010-5011:美容化妆、个人护理-面部护肤-洁面,曼秀雷敦,53838
Mentholatum曼秀雷敦男士活炭深层洁面乳 50ml,"mentholatum, 曼秀雷敦, 男, 士, 活, 炭, 深, 层, 洁面, 乳,  , 50ml",mentholatum,1,洁面,1,0-5009-5010-5011:美容化妆、个人护理-面部护肤-洁面,曼秀雷敦,11799385
曼秀雷敦去角质磨砂洁面啫喱 100g,"曼秀雷敦, 去, 角, 质, 磨, 砂, 洁面, 啫, 喱,  , 100g",曼秀雷敦,1,洁面,1,0-5009-5010-5011:美容化妆、个人护理-面部护肤-洁面,曼秀雷敦,12542197
曼秀雷敦莹白洁面泡沫  120ml,"曼秀雷敦, 莹, 白, 洁面, 泡, 沫,  ,  , 120ml",曼秀雷敦,1,洁面,1,0-5009-5010-5011:美容化妆、个人护理-面部护肤-洁面,曼秀雷敦,12542222
Doctor Li李医生去角质死皮啫喱 40g,"doctor li, 李医生, 去, 角, 质, 死皮, 啫, 喱,  , 40g",doctor li,1,,0,0-5009-5010-5011:美容化妆、个人护理-面部护肤-洁面,李医生,346872
Doctor Li李医生吸黑头鼻贴(活性竹炭吸净配方)7片,"doctor li, 李医生, 吸, 黑, 头, 鼻, 贴, (, 活, 性, 竹, 炭, 吸, 净, 配, 方, ), 7, 片",doctor li,1,贴,1,0-5009-5010-5011:美容化妆、个人护理-面部护肤-洁面,李医生,346770
Doctor Li李医生吸黑头鼻贴(清爽控油配方)7片,"doctor li, 李医生, 吸, 黑, 头, 鼻, 贴, (, 清, 爽, 控, 油, 配, 方, ), 7, 片",doctor li,1,贴,1,0-5009-5010-5011:美容化妆、个人护理-面部护肤-洁面,李医生,346781
Doctor Li李医生嫩白去死皮素 30g,"doctor li, 李医生, 嫩, 白, 去, 死皮, 素,  , 30g",doctor li,1,,0,0-5009-5010-5011:美容化妆、个人护理-面部护肤-洁面,李医生,346883
Doctor Li李医生李士祛斑洗面奶 120g,"doctor li, 李医生, 李, 士, 祛, 斑, 洗面奶,  , 120g",doctor li,1,洗面奶,1,0-5009-5010-5011:美容化妆、个人护理-面部护肤-洁面,李医生,347068
